news,masked headline,ans,predicted_ans,calculation,response
"(Feb 24, 2012  5:33 PM) Might this turn into a major headache for AT&T? A customer in California has won a small-claims case against the company because it slowed the data service on his iPhone even though he had an  unlimited  plan, reports AP. A Simi Valley judge awarded Matt Spaccarelli $850, and the news service notes that AT&T has 17 million other customers at risk for similar data throttling. While AT&T blocks them from joining together in a class-action suit, this victory could set off a barrage of small-claims cases. WebProNews has background on the case.","iPhone User Sues AT&T on Data Throttling, Wins $[MASK]",850,850,Copy(850),"{
  ""ans"": ""850""
}"
"(Oct 8, 2017  3:52 PM CDT) Vice President Mike Pence left the 49ers-Colts game early Sunday after more than 20 of the 49ers players kneeled during the national anthem. Pence, the former governor of Indiana, was in Indianapolis to celebrate Peyton Manning's jersey retirement and induction into the Colts' Ring of Honor during Sunday's game at Lucas Oil Stadium; after leaving the game, he sent out a series of tweets explaining his decision, ESPN reports.  I left today's Colts game because President Trump and I will not dignify any event that disrespects our soldiers, our Flag, or our National Anthem,  he wrote.  At a time when so many Americans are inspiring our nation with their courage, resolve, and resilience, now, more than ever, we should rally around our Flag and everything that unites us.  He continued,  While everyone is entitled to their own opinions, I don't think it's too much to ask NFL players to respect the Flag and our National Anthem. I stand with President Trump, I stand with our soldiers, and I will always stand for our Flag and our National Anthem.  Trump himself also weighed in on Twitter:  I asked @VP Pence to leave stadium if any players kneeled, disrespecting our country. I am proud of him and @SecondLady Karen.  Added Eric Trump,  Vice President Pence is truly an amazing man! Thank you for standing up for our country and for the respect of our great flag!  Per the Washington Post, the media pool was told Pence may leave the game early; members were kept in vans before the game instead of being taken inside with Pence.",Trump: I Told Pence to Leave Colts Game If [MASK]ers Kneeled,49,20,Copy(49),"{
  ""ans"": 20
}"
"(Aug 31, 2011  12:11 PM CDT) HP has analysts shaking their heads yet again. The company has announced that it'll be producing one last round of its TouchPad tablet--even though it'll be losing $207 on every one it produces. When HP announced that it was killing off its tablet, it dropped the price from $399 to $99, sparking a frenzy of demand, the Wall Street Journal explains.  We were pleasantly surprised by the response,  a spokesman wrote on the company blog. So now they're producing a limited number for a last hurrah, though he added,  We can't promise we'll have enough for everyone.  The devices cost $306 to manufacture, however, so HP will be losing money on the batch, and it insists it won't revive the device.  They did a lot of these moves in haste,  one unimpressed analyst tells the Journal.","HP Brings Back Tablet, at $[MASK]",99,99,Copy(99),"{""ans"": ""99""}"
"(Sep 2, 2009  3:23 PM CDT) Stocks closed with modest losses today as advances in materials stocks helped offset disappointing data on jobs, the Wall Street Journal reports. The private sector shed 298000 jobs in August, more than forecast. The materials sector of the S&P 500, however, advanced as gold futures hit a 3-month high. The Dow fell 30 points to close at 9281. The Nasdaq lost 2 points to settle at 1967, and the S&P 500 shed 3 points, closing at 995.",Dow Slips [MASK] on Jobs Data,30,30,Copy(30),"{""ans"": ""30""}"
"(Aug 16, 2010  5:30 PM CDT) The city of Atlanta has settled with the family of a 92-year-old woman killed in an illegal police raid, agreeing to cough up $4.9 million in damages. Mayor Kasim Reed said the settlement allows the city and police department to close the door on the controversial shooting, which caused  several police officers (to be) indicted in federal and state court and later convicted and sentenced for their actions.  Reed noted that the narcotics unit has since undergone substantial reforms. Kathryn Johnston was the victim of overzealous and corrupt narcotics officers, reports the Atlanta Journal-Constitution, who performed a  no-knock  raid on her home after an informant said that drugs were being sold there. Johnston fired one shot from a handgun she kept in the house and was summarily killed. Officers then planted drugs in the house.",Atlanta Will Pay $[MASK]M in Wrongful Death of 92-Year-Old,4.9,4.9,Copy(4.9),"{""ans"": ""4.9""}"
"(Nov 19, 2008  9:43 AM) California's moderately conservative Supreme Court faces pressure from both fronts of the gay-marriage battle, the Los Angeles Times reports. Opponents of Proposition 8--including Gov. Arnold Schwarzenegger--are collecting arguments for why the amendment should be struck down, while supporters have promised to oust judges who rule the other way. Justices are supposed to ignore such threats, but that may prove difficult. Legal scholars note a dearth of precedent for overturning the amendment, but a group of law professors has called Proposition 8 an illegal revision to the state's constitution.  It's really a long shot,  a Yes on 8 lawyer said.  Case after case has challenged what voters have done and the court time after time has upheld the people's power.",Prop [MASK] Furor Squeezes Calif. Court,8,8,Copy(8),"{
  ""ans"": ""8""
}"
"(Jul 12, 2020  7:44 AM CDT) If going to a party at all seems like a bad idea these days, going to one in which attendees try to contract the coronavirus proved a fatal one for a Texas man, reports NEWS4SA. The 30-year-old man went to a  COVID party --one hosted by someone known to have tested positive for the coronavirus.  The thought is people get together to see if the virus is real and if anyone gets infected,  says Dr. Jane Appleby, the chief medical officer at Methodist Hospital and Methodist Children's Hospital in San Antonio, where the patient died this week. The man's tragic last words, per ABC News:  I think I made a mistake. I thought this was a hoax, but it's not.",[MASK]-Year-Old Dies After 'COVID Party',30,30,Copy(30),"{
  ""ans"": ""30""
}"
"(Dec 9, 2011  5:35 PM) A dean's list student who killed a Virginia Tech police officer had no ties to the university and did not know the patrolman, authorities said yesterday without offering a motive for a crime spree that spanned two days and ended in suicide. Ross Truett Ashley, 22, first drew authorities' attention when he robbed his landlord's office at gunpoint Wednesday. He took the keys to a Mercedes-Benz sport utility vehicle later found in Blacksburg, home to Virginia Tech, about 10 miles away. Ashley, a part-time business student at Radford University, was described by those who knew him as a typical college student, though he could be quiet and standoffish. He liked to run down the hallways and recently shaved his head, a neighbor said. Police said he walked up to officer Deriek W. Crouse on Thursday and shot him to death as the patrolman sat in his unmarked cruiser in the midst of a traffic stop. Ashley was not involved in the stop and did not know the driver, police said.","Police Identify Virginia Tech Gunman as Ross Truett Ashley, [MASK]",22,22,Copy(22),"{""ans"": 22}"
"(Feb 6, 2009  10:14 AM) Coraline is an eerie marvel of stop-motion animation guaranteed to give little kids nightmares, say critics. The story of a young girl--voiced by Dakota Fanning--who stumbles into a strange parallel universe where life seems almost too good to be true is a  dazzling, delightfully dark children's movie,  Rafer Guzman writes in Newsday. Coraline's 3-D technology--a first in stop-motion animation-- sets a new standard in animation,  writes James Verniere in the Boston Herald, who predicts the film  is going to make you gasp out loud.  Some intensely macabre moments will terrify sensitive tykes, Peter Travers writes in Rolling Stone,  but those who tough out this twisted, trippy adventure in impure imagination will only be the better for it.",Coraline Scares in Stunning [MASK]-D,3,3,Copy(3),"{
  ""ans"": 3
}"
"(Mar 27, 2009  6:33 AM CDT) A suicide bombing in a packed northwestern Pakistan mosque killed at least 48 people and injured scores more today, AP reports. The blast badly damaged the mosque in Jamrud, a town near the Afghan border in an area beset by Taliban attacks as well as vicious feuds between rival tribes and militant groups. About 250 people were attending prayers when the bomber struck, an official said. Rescuers have pulled 48 bodies from the rubble, he said, predicting the toll would likely rise further. Another 80 people are said to be injured. Television footage showed scores of residents and police digging frantically through the ruins of the white-walled mosque, whose roof appeared to have caved in. Jamrud lies in the semiautonomous Khyber tribal region, where militants have intensified attacks on trucks carrying supplies to NATO and US forces in Afghanistan.",Suicide Bomb Kills [MASK] at Pakistan Mosque,48,48,Copy(48),"{
  ""ans"": 48
}"
"(Sep 13, 2019  4:41 AM CDT) A 12-year-old girl from the Bahamas who ended up in a migrant detention center in Florida after fleeing the destruction caused by Hurricane Dorian has been reunited with her family. Kaytora Paul flew to Miami with her godmother on Sunday after being evacuated from hard-hit Abaco Island, where the roof of her family's home had collapsed, the New York Daily News reports. She was sent to a center for unaccompanied migrant children because the godmother was not a biological relative. Officials refused to release her to the custody of her aunt, who had gone to the airport to meet her. After Kaytora's mother came to the US to collect her, she was told the process she would have to go through could take weeks or even months--and was given a Sept. 26 deadline to leave the US. Kaytora was released from custody and picked up by her mother and aunt Thursday night. Officials tell the Miami Herald that the government  was unaware the girl was a hurricane survivor  when she was placed in custody. Officials say the Department of Health and Human Services sped up the release process amid public outrage over the case.","Hurricane Survivor, [MASK], Was Sent to Migrant Detention Center",12,12,Copy(12),"{
  ""ans"": 12
}"
"(Oct 30, 2020  3:35 PM CDT) In the middle of a pandemic, during an intense election campaign, Texans are voting like there's no tomorrow. More people have voted already in the general election than cast ballots in 2016, the Hill reports. The state reports voting has topped 9 million, a record, as of Thursday; in 2016, 8969226 ballots were cast. The votes cast represent 53% of registered voters. Voters don't indicate party membership when they register in Texas, per the Texas Tribune, so the high turnout doesn't indicate support for one side or the other. But it would seem to show that voters are motivated. In addition, Gov. Greg Abbott ordered six bonus days of early voting in an effort to keep crowds down at polls on Election Day. And leaders of both parties called on voters to act early. Texas hasn't awarded its electoral votes to a Democratic presidential candidate since 1976, and President Trump carried the state by 9 percentage points in 2016. But polls show a tight race this time. Joe Biden's running mate, Kamala Harris, was making an appearance in Texas on Friday. Texas' own Beto O'Rourke has been trying to get Biden himself to campaign there, per Politico, and the high turnout is one of the reasons. The state has a growing, diverse population that now more closely resembles the Democratic Party than the Republicans', O'Rourke argued. A visit from Biden before Tuesday might make the difference, he said. Just in case, O'Rourke has a speech ready for Biden to deliver. (Multiple forecasters have made Texas a toss-up state in 2020.)",Texans Just Eclipsed a [MASK] Mark,2016,9,Copy(2016),"{""ans"": ""9""}"
"(Jul 3, 2020  4:00 PM CDT) A 4.9-magnitude earthquake struck just southwest of Puerto Rico on Friday. There were no reported casualties. The quake was felt across the US territory and is the latest in a series of tremors that began in late December and have damaged or destroyed hundreds of homes, the AP reports. Angel Vazquez, who oversees the emergency management agency in Ponce, said a house collapsed in the town of Lajas. The structure was empty and slated for demolition, said Kiara Hernandez, spokeswoman for Puerto Rico's Department of Public Security. The US Geological Survey said the latest quake struck three miles southeast of La Parguera, at a depth of 3.7 miles.",[MASK] Quake Unnerves Puerto Rico,4.9,4.9,Copy(4.9),"{
  ""ans"": 4.9
}"
"(Nov 13, 2017  7:34 PM) Newly recovered security camera footage from inside a Penn State fraternity house showed a pledge had been given at least 18 drinks in 82 minutes, investigators said Monday in announcing dozens of new charges related to the pledge's death. Centre County District Attorney Stacy Parks Miller charged 10 new defendants, reinstated charges against two people whose cases had been dropped, and added counts against five who had previously been charged for actions surrounding the Feb. 4 death of Beta Theta Pi pledge Tim Piazza, the AP reports. One fraternity member is accused of deleting the video as police were seeking the footage. Twenty-six people now face charges in the case.",Recovered Video Shows Pledge Given [MASK] Drinks in 82 Minutes,18,18,Copy(18),"{""ans"": ""18""}"
"(Aug 10, 2013  4:15 PM CDT) So you remembered that Heather Locklear was married to Richie Sambora for a long time, and you recalled that Tommy Lee had a rocky marriage to Pamela Anderson ... but did you forget that Heather and Tommy were also once married, from 1986 to 1993? Wonderwall rounds up 15 more celebrity marriages that were either so brief, so long ago, or so under the radar you'd be forgiven for having forgotten all about them. Click through the gallery for a sampling or check out the complete list here, including one couple who split less than two weeks after the wedding.",[MASK] More Celeb Marriages You Forgot All About,15,15,Copy(15),"{
  ""ans"": 15
}"
"(Feb 6, 2008  7:13 PM) With Feb. 5 gone and the Democratic race still undecided, Hillary Clinton and Barack Obama are looking to Tuesday's so-called Potomac Primary, then another big day March 4. Three states vote Saturday, but Tuesday offers bigger prizes in DC, Maryland, and Virginia. Obama is the odds-on favorite in heavily black DC and in Maryland, the AP reports. Virginia is more of a toss-up demographically, but Obama has the backing of rising-star governor Tim Kaine. Neither candidate will likely KO the other next week, the New York Times adds, though momentum will be huge. The Dems will then look to March 4 as the potential closing round, with 534 delegates at stake in Texas, Ohio, Rhode Island, and Vermont.","After Potomac Primary, March [MASK] Looms Large",4,4,Copy(4),"{
  ""ans"": 4
}"
"(Jun 2, 2011  11:57 AM CDT) Surprise, surprise: Mitt Romney is officially a candidate for president in 2012. He launched his campaign this afternoon with a speech that went after President Obama on the economy, reports the Boston Globe. The big line getting play:  When Barack Obama came to office, we wished him well and hoped for the best. Now, in the third year of his four-year term, we have more than promises and slogans to go by. Barack Obama has failed America.  He also suggested Obama thought more like a European than an American--four separate times. New York's Daily Intel rounds up the lines here. On another front, Romney took another stab at distancing Romneycare from Obamacare by repeating his demand that the federal plan be repealed so states can figure out their own solutions. Democrats aren't wasting any time with a counter-attack: The DNC released a video this morning called  Romney: Same Candidate, Different Positions.  (See it in the video gallery at left.) Click to read about team Obama's ambitious fundraising goal.","Mitt Romney Launches [MASK] Campaign, Says President Obama Has 'Failed America'",2012,2012,Copy(2012),"{""ans"": ""2012""}"
"(Aug 25, 2010  2:43 PM CDT) The average American's credit card debt hit an 8-year low in the second quarter of the year--even as rates hit a 9-year high. The average combined credit card debt fell to $4951, down 13% from $5719 over the same stretch last year, according to figures from the TransUnion credit reporting agency. The average hasn't been below $5000 since the first quarter of 2002, the AP reports. The dropping debt is evidence that many Americans are paying down their balances in the uncertain economy. The rate of borrowers who were more than 90 days behind on their payments fell to 0.92%, the first time it's been below 1% since the second quarter of 2007.",Credit Card Debt Drops to [MASK]-Year Low,8,8,Copy(8),"{""ans"": 8}"
"(Sep 22, 2020  2:04 AM CDT) The former chairman of a state-owned real estate company who publicly criticized Chinese President Xi Jinping's handling of the coronavirus pandemic was sentenced to 18 years in prison on Tuesday on corruption charges, a court announced. Ren Zhiqiang, who became known for speaking up about censorship and other sensitive topics, disappeared from public view in March after publishing an essay online that accused Xi of mishandling the outbreak that began in December in the central city of Wuhan. Xi, party leader since 2012, has suppressed criticism, tightened censorship, and cracked down on unofficial organizations. Dozens of journalists, labor and human rights activists, and others have been imprisoned.",Man Who Called Xi a 'Clown' Gets [MASK]-Year Sentence,18,18,Copy(18),"{""ans"": 18}"
"(Jul 16, 2020  5:42 PM CDT) Max Nikias, who was president of the University of Southern California during what the US Department of Education called the school's  complete failure to protect students,  left his job with nearly $7.7 million in total compensation. Nikias left his post in August 2018, after a scandal involving a school gynecologist, in which he and other administrators were accused of not acting on abuse complaints over decades against Dr. George Tyndall. A USA Today analysis shows Nikias, who had lived on campus in the president's house, received a $3 million, no-interest housing loan as part of his deal when he stepped down. His take averaged more than $2 million over the previous four years. Nikias' final check, USC said,  reflects money owed to him for salary, retirement and other benefits, some of which date back to the employment agreement he entered into when he became President in 2010.  The university's Board of Regents said it went along with the package for Nikias  to accelerate his departure.  Nikias, who had no direct involvement in the scandal, is still a USC faculty member, per USA Today. The school made changes in its Title IX processes after the federal investigation, which was released in February.  This total and complete failure to protect students is heartbreaking and inexcusable,  Education Secretary Betsy DeVos said in a statement at the time.",USC President Left With $[MASK]M After Medical Scandal,7.7,7.7,Copy(7.7),"{""ans"": ""7.7""}"
"(Aug 17, 2013  5:11 PM CDT) It took 36 hours and a rescue operation worthy of a Hollywood blockbuster to save a man mauled by a brown bear while hunting in Alaska. First, a local rescue team tried to find the man, who was attacked 35 miles north of Anaktuvuk Pass, but its helicopter couldn't get through the fog. Next, state troopers tried to reach him, but also failed to get to the remote location. Finally, the Alaska Air National Guard was called in, which sent a plane and a helicopter carrying pararescue teams, the Anchorage Daily News reports.  The crews were operating during the darkest part of night-time hours on night vision goggles,  the National Guard said in a statement.  The [plane] had to dispense illumination flares to help the helicopter crew get through the pass and find the site and guide them back through the pass on the return.  The rescuers finally reached the man at 3am this morning--but it still wasn't over. When the helicopter reached the hospital, it was too foggy to land, so it had to go back to an Airforce base and send him via ambulance.",Man Mauled by Bear is Rescued --[MASK] Hours Later,36,36,Copy(36),"{
  ""ans"": 36
}"
"(Sep 3, 2010  6:23 AM CDT) A Chicago dentist has launched the 2012 presidential campaign a smidge early by running a pro-Hillary ad on television, reports CNN. The 30-second spot, paid for by William DeJean, says Clinton has  more experience working in and with the White House than most living presidents  and is  one of the most admired women  in America's history.  Let's make sure the president we should have elected in 2008 will be on the ballot in 2012,  it says. The $5000 advertisement has run in New Orleans and may soon hit Washington, New York, and Los Angeles, notes CNN. Clinton, who has said she won't run for president, has not commented on the science fiction-esque spot. As for why DeJean aired it so early, perhaps the ad's final lines are a clue:  Start Now. Where there's a Hill there's a way.",Dentist Launches Hillary [MASK] TV Campaign,2012,2012,Copy(2012),"{
  ""ans"": ""2012""
}"
"(Jul 4, 2018  4:06 AM CDT) A 92-year-old Arizona woman who didn't want to move to a nursing home might be spending the rest of her days in prison instead. Police say Anna Blessing told them she had been contemplating her 72-year-old son's plans to put her in assisted living for several days before she confronted him in his bedroom Monday morning with two pistols concealed in her robe, Fox News reports. According to a Maricopa County Sheriff's Office press release, Blessing told officers that she  fired multiple rounds striking and killing her son.  She then pointed the weapon at the son's girlfriend, who managed to disarm her after a struggle, police say. The girlfriend was also able to  dislodge  the second firearm after Blessing produced it, according to the police release. Police say that Blessing told them she thought about killing herself after the girlfriend left the room, but she lacked the weapons to do so, the Arizona Republic reports. She told police that her son wanted her to leave the Fountain Hills home because she had become  difficult to live with.  She reportedly said she told her son:  You took my life, so I'm taking yours.  Blessing has been charged with first-degree murder, assault with a deadly weapon, and kidnapping. She is being held on $500000 bond.  It is always concerning when domestic issues escalate to violence or tragic outcomes,  says Maricopa County Sheriff Paul Penzone.  They are often isolated and neither predictable nor preventable.","Cops: Woman, [MASK], Killed Son Over Move to Nursing Home",92,92,Copy(92),"{""ans"": ""92""}"
"(Apr 9, 2017  12:49 PM CDT) The Oregon Legislature may have an unusual request for voters in the next election that harkens back to that fateful day in 1804 when a bitter rivalry between Vice President Aaron Burr and the nation's first treasury secretary, Alexander Hamilton, was settled with a fatal gunshot. Should ongoing discussions in Salem materialize, voters would see a question on their general-election ballots asking if a 172-year-old ban on dueling by public officials--as in, the old-fashioned way of resolving fights--should be erased from the Oregon Constitution, reports the AP. The constitutional ban in question is Article II, Section 9, which says anyone who offers, accepts, participates in a  challenge to fight a duel ... or who shall agree to go out of the State to fight a duel, shall be ineligible to any office of trust, or profit.  The article was signed in 1845, almost 15 years before Oregon's statehood, when squabbles were still often resolved by duel even decades after Hamilton's death.  They decided that it would not be very civil if two members of the Legislature disagreed and then shot each other on the front steps of the provisional capitol,  GOP Sen. Brian Boquist said Wednesday during the bill's first committee hearing. Democratic Sen. Ginny Burdick jokingly called it  the bill I've been waiting all session for.  The sole public testimony came from Dan Meek, a Oregon Progressive Party rep, who opposes Boquist's proposal.  This resolution would allow the candidacies of persons who give or accept challenges to fight duels,  Meek wrote.  Also, there is a cost to removing obviously unenforced and unenforceable provisions in the Oregon Constitution, including the cost of processing and printing this resolution on millions of ballots and processing the results.",Oregon May Ditch Its [MASK]-Year-Old Ban on Dueling,172,172,Copy(172),"{""ans"": ""172""}"
"(Sep 30, 2012  7:50 AM CDT) Bombs striking Shiite neighborhoods, security forces, and other targets across Iraq killed at least 26 people today, in the latest instance in which insurgents launched coordinated attacks in multiple cities in a single day, apparently intending to rekindle widespread sectarian conflict. The deadliest attack came in the town of Taji, a former al-Qaeda stronghold just north of Baghdad, where three explosive-rigged cars went off within minutes of each other. Police said eight people died and 28 were injured in the back-to-back blasts that began around 7:15am. There was no immediate claim of responsibility for the violence, but car bombs are a hallmark of al-Qaeda in Iraq. In all, at least 94 people were wounded in the wave of attacks that stretched from the restive but oil-rich city of Kirkuk in Iraq's north to the southern Shiite town of Kut. In the Shiite neighborhood of Shula, in northwest Baghdad, a suicide bomber set off his explosives-packed car, killing one and wounding seven.  So many people were hurt,  lamented a Shula resident.  What have those innocent people done to deserve this?",Blasts Again Sweep Iraq; [MASK] Killed,26,26,Copy(26),"{
  ""ans"": 26
}"
"(Feb 11, 2010  5:43 PM) Frank Digoria thought his dad was  flipping out  when he received a bottle of champagne in the mail from him in January. Not only was his birthday a month past, but the card from Frank Sr. also mentioned a now-deceased wife. Turns out, Frank Sr. sent the bottle in 1985, and it had spent the last 24 years in a post office time warp.  After I sent it (in 1985), I talked to Frankie on his birthday and I thought it was kind of unusual he didn't say, 'Thanks, Dad.'  That call finally came last month.  I told him he'd have to wait another 25 years before I send him anything.  Postal officials had no explanation, reports the Pittsburgh Post-Gazette. The delivery is especially surprising because Digorio has moved twice since '85, and the USPS doesn't keep records of old addresses.","Champagne Arrives in Mail, [MASK] Years Late",24,25,Copy(24),"{""ans"": 25}"
"(Apr 29, 2010  1:41 AM CDT) Nigerian lawmakers are accusing one of their colleagues of shaming the country by bringing a child bride back home from a trip to Egypt. Senator Eme Ufot Ekaette allegedly paid a $100000 dowry to the parents of the 13-year-old girl, and married her in a ceremony at Nigeria's national mosque, the BBC reports. Human rights groups want the senator to face charges for endangering the child's health and violating Nigeria's marriage law, which forbids marrying anybody under 18.","Nigeria Probes Senator's Marriage to Girl, [MASK]",13,13,Copy(13),"{
  ""ans"": 13
}"
"(Jun 23, 2014  7:54 AM CDT) Egypt today sentenced three al-Jazeera journalists to at least 7 years in prison on charges of supporting the Muslim Brotherhood, which the country has deemed a terrorist organization--in a case that saw the prosecution provide scant and largely unrelated evidence. The men were also charged with creating false footage suggesting the country was facing a civil war, the AP reports. Australian Peter Greste, Canadian-Egyptian Mohammed Fahmy, and Egyptian Baher Mohammed had been reporting on protesters backing ousted president Mohamed Morsi and were detained in a December raid on their Cairo hotel room. The trio has been housed in a 13-foot cell for 23 hours a day since, the BBC reports. The prosecution's case was thin: It showed video obtained from the journalists covering a veterinary hospital and Christian life, photos from Greste's family vacation, a news report made while the trio wasn't in the country, and a pop video by the Australian singer Gotye, notes al-Jazeera. (As the New York Times reports,  There was no publicly available evidence that the journalists had either supported the Brotherhood or broadcast anything inaccurate. )  We are deeply concerned that this verdict is part of a broader attempt to muzzle media freedoms,  says Australia's foreign minister. The country's prime minister has voiced his concerns to Egyptian president Abdel-Fattah el-Sissi. Mohammed was sentenced to an additional three years for possessing ammunition--a charge al-Jazeera says resulted from a single leftover shell he'd been keeping as a souvenir. There were 17 other co-defendants, including other al-Jazeera journos and students accused of giving footage to the journalists; 11 tried in absentia received 10-year sentences.",Behind Journos' [MASK]-Year Sentence: Vacation Photos?,7,7,Copy(7),"{""ans"": 7}"
"(May 4, 2018  8:40 AM CDT) A four-year search of the depths of the Indian Ocean has failed to find Malaysia Airlines Flight 370. But the unprecedented sonar hunt for the missing airliner might be close to solving 19th-century mysteries--the locations of two sailing ships that vanished with cargoes of coal, reports the AP. Maritime historians on Thursday published a short list of the possible identities of two shipwrecks found in 2015. They're 22 miles apart and 1440 miles southwest of Australia in debris fields scattered with coal more than 2.3 miles below the ocean's surface. The searchers had a closer look with underwater drones that took photographs of both sites and retrieved a coal sample from one. Analysis showed the coal was probably from Britain, a Western Australian Museum report said.",Hunt for MH[MASK] Turns Up Indian Ocean's Deepest Wrecks,370,370,Copy(370),"{
  ""ans"": 370
}"
"(Mar 21, 2019  3:46 AM CDT) Something highly unusual happened at the Supreme Court on Wednesday: Justice Clarence Thomas asked a question. The Hill reports that spectators were shocked when the notoriously silent justice asked a question--and a follow-up-- during an argument on racial discrimination in jury selection. The court was hearing the case of Curtis Flowers, who was sentenced to death in his sixth trial for four 1996 murders in Mississippi. His lawyers say a prosecutor unjustly dismissed black jurors, but in his first question in three years, Thomas took the argument in a different direction and asked if Flowers' defense team had struck any jurors, the Washington Post reports. When attorney Sheri Lynn Johnson said they had, Thomas asked what race they were. Flowers' attorney told Thomas that the jurors excluded had been white, but added that the question before the court was the motivation of prosecutor Doug Evans, not Flowers. Thomas last asked a question from the bench in 2016, and three years isn't that long an interval for him: Before the 2016 question, he had been silent for more than a decade. He has given different reasons over the years for his silence, once saying that he felt self-conscious because of his Georgia accent, but has more recently said that he doesn't ask questions out of  simple courtesy  to other justices, the New York Times reports.",Clarence Thomas Asks First Question in [MASK] Years,3,3,Copy(3),"{
  ""ans"": 3
}"
"(Mar 5, 2014  7:00 AM) A crack team of scientists is coming together with an ambitious goal: Battle aging. Craig Venter, the geneticist who created synthetic life, is pairing up with stem cell leader Dr. Robert Hariri and Dr. Peter Diamandis, founder of the X Prize Foundation; their Human Longevity Inc. has set its initial sights on cancer, but also intends to initially focus on the likes of diabetes, dementia, heart disease, and liver disease in an effort to keep adults healthy as they get older--for as long as possible.  Our goal is to make 100 years old the new 60,  says Diamandis, according to Businessweek. Adds Venter, according to the New York Times,  Your age is your No. 1 risk factor for almost every disease, but it's not a disease itself.  At the root of the new venture will be what Venter touts as the world's biggest human DNA sequencing operation; the group has already bought two uber-high-tech HiSeq X Ten gene sequencing systems from Illumina, which has provided a healthy share of Human Longevity's $70 million in funding. The systems will allow the group to sequence 40000 human genomes a year, from the young and healthy to the old and ill, Reuters reports. Ultimately, the company hopes to sequence 100000 human genomes per year. Combined with information on each person (medical records, genetic data from their microbes, the chemicals in their bloodstream), they hope to gain a better understanding of how to prevent disease, and in turn lower the cost of medication by offering people potentially more effective medication designed for their genetic profile, USA Today reports. (Click to read about a billionaire who says he's reversed the aging process.)",Crack Team of Scientists' Goal: 'Make [MASK] the New 60',100,100,Copy(100),"{""ans"": ""100""}"
"(Nov 16, 2020  12:00 AM) In what may be the most obvious statement of the month so far, authorities in New York say people at a fight club they broke up in the Bronx Saturday night were not socially distancing. The 200+ attendees were drinking and smoking in a warehouse, with some watching and others participating in the fighting, NBC New York reports. Authorities say they were also not wearing masks, and that loaded guns and weed were found in the warehouse. Ten organizers of the so-called  Rumble in the Bronx  were arrested and face multiple charges, the New York Post reports. The paper notes another illegal fight club was broken up in the city on election night.",Cops Break Up Illegal NYC Fight Club With [MASK]+ Attendees,200,200,Copy(200),"{
  ""ans"": ""200""
}"
"(Oct 24, 2011  11:07 AM CDT) The world's population is set to hit 7 billion within a week, according to UN estimates, and we're looking at 10 billion people by century's end. And that raises a new challenge for Westerners, who must must  shake off, at last, the view that large and growing numbers of people represent power and prosperity,  writes author and population expert Joel Cohen in the New York Times. This idea that  more workers, more consumers, more soldiers  would lead to a prosperous nation is a long-running one--and, now, one that we have no more use for. The  dire  predictions that a vast population will lead to starvation are similarly unjustified, Cohen notes--we're fine for the  short term.  Still, about half the world is living on $2 a day, at least 850 million people suffer from  food insecurity or chronic undernourishment,  water shortages will rise, and our population will grow more elderly.  Henceforth we need to measure our growth in prosperity: not by the sheer number of people who inhabit the Earth, but by how well we satisfy basic human needs ... and care for our biological and physical environment, our only home.  Click to read Cohen's full piece.",A Challenge From a Planet About to House [MASK]B People,7,10,Copy(7),"{
  ""ans"": ""10""
}"
"(Jul 9, 2017  7:03 AM CDT) Between 30 and 50 members of the Loyal White Knights of the Ku Klux Klan rallied in support of controversial Confederate statues on Saturday in Charlottesville, Va., but the Washington Post reports that their shouts of  white power  were drowned out by more than 1000 counterprotesters. More than 100 cops in riot gear escorted Klansmen to and from the 45-minute rally, held in protest of the city's plan to remove a statue of Robert E. Lee. Police later declared an  unlawful assembly  when counterprotesters refused to leave, reports the Daily Progress, and used tear gas to make their point; 23 were arrested.  It is important for me to be here because the Klan was ignored in the 1920s, and they metastasized,  says a protester.  They need to know that their ideology is not acceptable.  (Here's why Charlottesville is the latest flashpoint in alt-right wars.",[MASK] Klansmen Rally in Va.; 1K Counterprotesters Show Up,50,1000,Copy(50),"{""ans"":1000}"
"(Sep 10, 2014  3:52 PM CDT) You'll need to be a millionaire to afford ritzy new condos coming to New York City's SoHo neighborhood--and that's just to park. The New York Times reports that 10 underground spots at 42 Crosby St. will cost $1 million each, more per square foot (between $5000 and $6600) than the apartments upstairs. The apartments, incidentally, will cost between $9 million and $10 million. Brokerage firm CEO Shaun Osher says there are  few to no options  for parking in SoHo, just northeast of the World Trade Center site. He says his firm is  looking at setting the benchmark.",NYC Condo Offers $[MASK]M Parking Spots,1,1,Copy(1),"{
  ""ans"": ""1""
}"
"(Mar 4, 2014  11:30 AM) The New York Times followed the Best Picture win for 12 Years a Slave by tweeting a link to an 1853 article on Solomon Northup, the film's historical subject. The original article's lead describes what is to follow as  a more complete and authentic record than has yet appeared  on Northup's kidnapping. Authentic, perhaps, but erroneous: It spelled Northup's name wrong in two different ways. A Twitter user caught the errors, and now the Times has corrected them--just 161 years late, Poynter reports. The article spelled Northup's last name as  Northrop,  while the headline spelled it  Northrup.",NYT Corrects [MASK] Piece After 12 Years Win,1853,161,Copy(1853),"{""ans"": 161}"
